0xf23ea0b5f14afcbe532a1df273f7b233ebe41c78,939.7442039207341,GIV
0xc46c67bb7e84490d7ebdd0b8ecdaca68cf3823f4,858.5947641798381,GIV
0x839395e20bbb182fa440d08f850e6c7a8f6f0780,789.5423193121931,GIV
0x10a84b835c5df26f2a380b3e00bcc84a66cd2d34,765.396493094599,GIV
0xa4d506434445bb7303ea34a07bc38484cdc64a95,752.5594715611946,GIV
0x6d97d65adff6771b31671443a6b9512104312d3d,633.0529139525967,GIV
0xed8db37778804a913670d9367aaf4f043aad938b,625.447278499975,GIV
0x38f80f8f76b1c44b2beefb63bb561f570fb6ddb6,550.1787723390155,GIV
0x826976d7c600d45fb8287ca1d7c76fc8eb732030,488.72689955688014,GIV
0x00d18ca9782be1caef611017c2fbc1a39779a57c,451.10289266939196,GIV
0x8f48094a12c8f99d616ae8f3305d5ec73cbaa6b6,428.512004519832,GIV
0x2ea846dc38c6b6451909f1e7ff2bf613a96dc1f3,413.60097440535037,GIV
0x17c8020de84d4097b01387823f9d33ff8e62577c,395.1532138684002,GIV
0x5d28fe1e9f895464aab52287d85ebff32b351674,333.26544469509554,GIV
0xb0ddea60ae36efa8c298b46ab342309fdffd66cf,296.9325338024371,GIV
0xf632ce27ea72dea30d30c1a9700b6b3bceaa05cf,268.0055720137282,GIV
0x317bbc1927be411cd05615d2ffdf8d320c6c4052,250.47474158630695,GIV
0x05a1ff0a32bc24265bcb39499d0c5d9a6cb2011c,198.58086372082698,GIV
0x711cdabcfdedef2c82d9da533268d8bb6b7468f8,136.97234356959845,GIV
0xa9ccd6b0919e43fd7cfc990572e43c3cf6a17397,130.4245921938089,GIV
0x9924285ff2207d6e36642b6832a515a6a3aedcab,124.19525168236879,GIV
0x701d0ecb3ba780de7b2b36789aec4493a426010a,86.96015285194893,GIV
0x4f8f884c40c98c593e0f82ef4d93d994ce4125aa,79.34400000000001,GIV
0xcfd2e56ba5b450de43e9b1dfa81bfb0222d3f04e,59.80166890982503,GIV
0xe628534eaafd27ae8c98e02967586fad4cc70152,59.80166890982503,GIV
0xa0bafc36de86d1a64e3f2d01e052a3a2c1487e83,58.55580080753701,GIV
0x0d22735de6d34dc2ed5efdbc2f30d7aa8e2b9f8e,51.08059219380888,GIV
0x2fee53687906ba239602ed42cceee2ac8a4ada36,51.08059219380888,GIV
0x8132505baedbaa7320b8f2340f65976edc0e8fbc,43.60538358008075,GIV
0xd9d5d85b2682830ac58a78c279e0c177953738b4,37.37604306864064,GIV
